drug	gene	zvalue	pvalue
EMF-bca1-16	TSPAN4	-5.344840931	9.050000000000001e-08
EMF-bca1-16	SLC37A4	-4.70831882	2.5e-06
EMF-bca1-16	COQ3	-4.7629541589999995	1.91e-06
EMF-bca1-16	ERLIN1	-5.244388741	1.57e-07
EMF-bca1-16	PEPD	-4.816555859	1.46e-06
EMF-bca1-16	SNRPF	-5.25041066	1.5199999999999998e-07
EMF-bca1-16	KHDRBS1	-4.575867306	4.74e-06
EMF-bca1-16	ANAPC5	-5.868395743	4.4e-09
EMF-bca1-16	PFN1	-6.6813625960000005	2.3700000000000003e-11
EMF-bca1-16	PHB	-6.689958545	2.2300000000000003e-11
EMF-bca1-16	ARF3	-4.755071105	1.98e-06
EMF-bca1-16	CCT7	-4.667724611000001	3.05e-06
EMF-bca1-16	RAB11A	-4.923302317	8.51e-07
EMF-bca1-16	ARPC1A	-5.08190357	3.74e-07
EMF-bca1-16	PGD	-4.734300359	2.2e-06
EMF-bca1-16	RAB5C	-4.998233305	5.79e-07
EMF-bca1-16	CSTB	-4.9730208860000005	6.590000000000001e-07
EMF-bca1-16	CAPZA2	-4.957051045	7.159999999999999e-07
EMF-bca1-16	PKM	-5.051955259	4.37e-07
EMF-bca1-16	SEC11A	-4.691363766	2.71e-06
EMF-bca1-16	EIF4A3	-5.262872478	1.42e-07
EMF-bca1-16	PSMD3	-5.528525707999999	3.23e-08
EMF-bca1-16	IGFBP4	-5.201202325	1.98e-07
EMF-bca1-16	CLPTM1	-5.2204185789999995	1.7899999999999997e-07
EMF-bca1-16	CDC123	-4.59739642	4.28e-06
EMF-bca1-16	IMPDH2	-5.14886968	2.62e-07
EMF-bca1-16	C21orf33	-5.710376746000001	1.1299999999999999e-08
EMF-bca1-16	G6PD	-6.001492805	1.9600000000000003e-09
EMF-bca1-16	C14orf2	-4.8253973210000005	1.4e-06
EMF-bca1-16	BASP1	-5.022591533	5.1e-07
EMF-bca1-16	NSF	-4.66185205	3.13e-06
EMF-bca1-16	MAP2K2	-4.711849263	2.45e-06
EMF-bca1-16	AFG3L2	-4.953985285	7.27e-07
EMF-bca1-16	C14orf1	-5.150869794	2.59e-07
EMF-bca1-16	TYMS	-4.612036352	3.99e-06
EMF-bca1-16	SSBP1	-4.846412227	1.26e-06
EMF-bca1-16	GDE1	-5.012267018999999	5.38e-07
EMF-bca1-16	TXNL4A	-5.887930402	3.91e-09
EMF-bca1-16	ATP5J2	-4.700413134	2.6e-06
EMF-bca1-16	HLTF	-5.318285379	1.05e-07
EMF-bca1-16	UROS	-4.61434228	3.94e-06
EMF-bca1-16	UBE2M	-4.670733705	3e-06
EMF-bca1-16	KDM4A	-4.612275764	3.98e-06
EMF-bca1-16	RFK	-5.217582687	1.8100000000000002e-07
EMF-bca1-16	TBC1D4	-4.787892441	1.69e-06
EMF-bca1-16	COX11	-5.199585015	2e-07
EMF-bca1-16	MRPL33	-4.985583356	6.18e-07
EMF-bca1-16	PPIH	-5.620993386	1.8999999999999998e-08
EMF-bca1-16	MRPS12	-6.847174143999999	7.53e-12
EMF-bca1-16	EXOSC9	-4.713627555	2.43e-06
EMF-bca1-16	ITGB3BP	-4.864651322	1.15e-06
EMF-bca1-16	PEBP1	-5.298062536000001	1.1699999999999999e-07
EMF-bca1-16	GEMIN4	-4.998332831	5.78e-07
EMF-bca1-16	OGG1	-5.408787657	6.349999999999999e-08
EMF-bca1-16	RAB3B	-4.95594083	7.2e-07
EMF-bca1-16	GTF2E1	-4.960561018	7.03e-07
EMF-bca1-16	CCBL1	-4.8945976060000005	9.85e-07
EMF-bca1-16	PRMT1	-4.592494023	4.38e-06
EMF-bca1-16	AKR1B10	-6.329210077999999	2.46e-10
EMF-bca1-16	NDUFB1	-5.442467702	5.25e-08
EMF-bca1-16	ZMYM3	-4.862851528	1.16e-06
EMF-bca1-16	DOK4	-5.774192307000001	7.73e-09
EMF-bca1-16	URM1	-5.014026891	5.33e-07
EMF-bca1-16	ABCC3	-4.710015952	2.48e-06
EMF-bca1-16	PRDX1	-5.083591837	3.7e-07
EMF-bca1-16	TKT	-7.471922726	7.9e-14
EMF-bca1-16	NRDC	-4.636365662	3.55e-06
EMF-bca1-16	C1QBP	-4.802124716000001	1.57e-06
EMF-bca1-16	CNP	-4.846354644	1.26e-06
EMF-bca1-16	ATP5G1	-6.086985051	1.15e-09
EMF-bca1-16	ANAPC13	-5.168657004	2.3600000000000002e-07
EMF-bca1-16	TUBB	-4.73554612	2.18e-06
EMF-bca1-16	COMMD4	-4.634962295	3.57e-06
EMF-bca1-16	AATF	-4.692338986	2.7e-06
EMF-bca1-16	SEC23IP	-5.11822463	3.08e-07
EMF-bca1-16	NDUFAF3	-4.859578197	1.18e-06
EMF-bca1-16	COA1	-5.005162704	5.58e-07
EMF-bca1-16	LSM2	-4.970875911	6.67e-07
EMF-bca1-16	STRA13	-4.575699542	4.75e-06
EMF-bca1-16	POLR2F	-5.524913602000001	3.3e-08
EMF-bca1-16	PNMA2	-5.274444671	1.33e-07
EMF-bca1-16	SPAST	-4.619366274	3.85e-06
EMF-bca1-16	PSME3	-5.088541475	3.61e-07
EMF-bca1-16	ASPH	-4.676240064	2.92e-06
EMF-bca1-16	SMARCE1	-4.632684316000001	3.61e-06
EMF-bca1-16	PRRC2A	-5.217431495	1.8100000000000002e-07
EMF-bca1-16	PMPCA	-5.202570786	1.97e-07
EMF-bca1-16	SERPINE2	-4.729496442	2.25e-06
EMF-bca1-16	ALDH1A1	-4.796618288	1.61e-06
EMF-bca1-16	EMC1	-4.83004951	1.36e-06
EMF-bca1-16	GPD1L	-5.1983551630000004	2.01e-07
EMF-bca1-16	ZNHIT3	-6.478120696	9.290000000000001e-11
EMF-bca1-16	STX10	-4.585200854	4.54e-06
EMF-bca1-16	EXOSC7	-6.922576401000001	4.4400000000000005e-12
EMF-bca1-16	TPI1	-6.304455995	2.89e-10
EMF-bca1-16	RANBP6	-5.135251722	2.82e-07
EMF-bca1-16	SETD1A	-4.580425267	4.64e-06
EMF-bca1-16	GTF2H5	-4.7917461889999995	1.65e-06
EMF-bca1-16	TPGS2	-4.653474942	3.26e-06
EMF-bca1-16	UBTF	-4.778795569	1.76e-06
EMF-bca1-16	TADA3	-4.856669517	1.19e-06
EMF-bca1-16	STOML2	-5.545792757999999	2.93e-08
EMF-bca1-16	USF2	-4.583414401000001	4.57e-06
EMF-bca1-16	RBBP4	-4.866905898	1.13e-06
EMF-bca1-16	WDR6	-4.752234507	2.01e-06
EMF-bca1-16	HN1	-5.652183377999999	1.58e-08
EMF-bca1-16	SELT	-4.62587949	3.73e-06
EMF-bca1-16	TPCN1	-5.095893353	3.47e-07
EMF-bca1-16	SPCS1	-4.925505973	8.41e-07
EMF-bca1-16	BTBD1	-5.253134071	1.5e-07
EMF-bca1-16	TSSC1	-4.965465643	6.85e-07
EMF-bca1-16	FKBP3	-4.6680858689999996	3.04e-06
EMF-bca1-16	COMMD3	-5.053086158	4.35e-07
EMF-bca1-16	PTGES2	-4.832042456	1.35e-06
EMF-bca1-16	MRPS34	-4.860089844	1.17e-06
EMF-bca1-16	UQCR10	-5.100426474	3.39e-07
EMF-bca1-16	CNOT7	-5.084261582	3.69e-07
EMF-bca1-16	SS18L2	-4.895582711	9.8e-07
EMF-bca1-16	RSAD1	-4.832652543	1.35e-06
EMF-bca1-16	CARHSP1	-4.846091353	1.26e-06
EMF-bca1-16	SNF8	-4.811814013	1.5e-06
EMF-bca1-16	TRIAP1	-5.3376399469999996	9.42e-08
EMF-bca1-16	WDR12	-4.945168201	7.609999999999999e-07
EMF-bca1-16	ABHD10	-4.770793384	1.84e-06
EMF-bca1-16	MRPS33	-4.865217332	1.14e-06
EMF-bca1-16	MECR	-4.96461324	6.88e-07
EMF-bca1-16	ATPIF1	-5.1809208380000005	2.21e-07
EMF-bca1-16	ACSF2	-4.664301035	3.1e-06
EMF-bca1-16	POLR3K	-4.694752525	2.67e-06
EMF-bca1-16	WDR3	-5.053753495	4.3299999999999997e-07
EMF-bca1-16	CUTC	-4.570185448	4.87e-06
EMF-bca1-16	SDHAF3	-4.819661471	1.44e-06
EMF-bca1-16	MOSPD3	-4.723376166	2.32e-06
EMF-bca1-16	DDX54	-5.0628655	4.1299999999999995e-07
EMF-bca1-16	MFF	-4.8523597060000005	1.22e-06
EMF-bca1-16	DBR1	-4.984219304	6.22e-07
EMF-bca1-16	PODXL2	-4.572967361	4.81e-06
EMF-bca1-16	TFB1M	-4.599395401000001	4.24e-06
EMF-bca1-16	FASTKD3	-5.377487251	7.55e-08
EMF-bca1-16	C1GALT1C1	-4.939263262	7.84e-07
EMF-bca1-16	HEATR3	-4.570223338	4.87e-06
EMF-bca1-16	PDSS2	-4.894441367	9.86e-07
EMF-bca1-16	MPP5	-4.595362531	4.32e-06
EMF-bca1-16	XYLT2	-5.3416026919999995	9.210000000000001e-08
EMF-bca1-16	COX15	-4.90286111	9.45e-07
EMF-bca1-16	NCAPG2	-4.65346276	3.26e-06
EMF-bca1-16	ZNF226	-5.399442274	6.68e-08
EMF-bca1-16	SPX	-5.060888724	4.1700000000000004e-07
EMF-bca1-16	KLHDC4	-5.078594127	3.8e-07
EMF-bca1-16	SLIRP	-6.650035346	2.93e-11
EMF-bca1-16	DENR	-5.0226473689999995	5.1e-07
EMF-bca1-16	HIST3H2A	-4.74414327	2.09e-06
EMF-bca1-16	RECQL5	-5.128082408	2.93e-07
EMF-bca1-16	IMP3	-5.448767912	5.0700000000000004e-08
EMF-bca1-16	RITA1	-5.193317498	2.07e-07
EMF-bca1-16	SYNRG	-4.8882793410000005	1.02e-06
EMF-bca1-16	MRPL17	-5.204074801	1.95e-07
EMF-bca1-16	OXLD1	-5.468527762000001	4.54e-08
BRD-K95286134	TIPARP	-4.216383302	2.48e-05
BRD-K76243603	NPDC1	-4.294701971	1.75e-05
BRD-K24755528	ECH1	-6.137538857999999	8.38e-10
BRD-K24755528	NUP85	-4.4405129180000005	8.97e-06
BRD-K24755528	IARS2	-4.978717628	6.4e-07
BRD-K24755528	TSPAN4	-5.163770277	2.4199999999999997e-07
BRD-K80232076	GAPDH	-4.312275728	1.62e-05
fananserin	BAG3	-4.581581591	4.61e-06
BRD-K00381581	PCBD1	-5.00775518	5.51e-07
BRD-K00141503	PFN1	-5.4636642360000005	4.66e-08
BRD-K00141503	MRPS12	-5.682580231	1.33e-08
WY-01-034	PPARD	-4.47841862	7.52e-06
WY-01-034	FOXO4	-5.101405089	3.37e-07
WY-01-034	PLA2G15	-4.475546727	7.62e-06
WY-01-034	PTPN1	-4.301849391	1.6899999999999997e-05
WY-01-034	ALDOC	-5.285689209	1.25e-07
WY-01-034	LIPA	-4.214291913	2.51e-05
WY-01-034	NPC1	-5.199437215	2e-07
WY-01-034	SMC1A	-4.184667047	2.8600000000000004e-05
WY-01-034	NOSIP	-4.522255675	6.12e-06
WY-01-034	PKD1	-4.642592425	3.44e-06
WY-01-034	PLXNA3	-4.781620832	1.74e-06
WY-01-034	CALCOCO1	-4.568942604	4.9e-06
WY-01-034	ANKRD12	-5.710706504	1.1299999999999999e-08
WY-01-034	SCPEP1	-4.688836168	2.75e-06
WY-01-034	CLMN	-4.589620315	4.44e-06
WY-01-034	CD22	-4.819565587	1.44e-06
WY-01-034	STAT2	-4.6134347369999995	3.96e-06
WY-01-034	TESK2	-5.151435245	2.59e-07
WY-01-034	COLQ	-5.460870469	4.74e-08
WY-01-034	ICAM5	-5.495894347	3.8900000000000004e-08
WY-01-034	CBFA2T2	-4.650791235	3.31e-06
WY-01-034	SIGLEC8	-5.427705146	5.71e-08
WY-01-034	THEMIS2	-4.814218851000001	1.48e-06
WY-01-034	MAST3	-4.602449282	4.18e-06
WY-01-034	MROH7	-5.1244126130000005	2.98e-07
WY-01-034	RHCE	-4.927612466999999	8.32e-07
WY-01-034	KLK1	-5.170201114	2.3399999999999998e-07
WY-01-034	ROGDI	-4.885566855	1.03e-06
WY-01-034	GOLGA2P5	-4.609106784	4.04e-06
WY-01-034	CYP46A1	-4.887572679	1.02e-06
WY-01-034	PDZD7	-4.879604968	1.06e-06
WY-01-034	SYN1	-4.688173261	2.76e-06
BRD-K55186349	ITGB1BP1	-4.438709082	9.05e-06
BRD-K55186349	CANT1	-4.175591905	2.97e-05
BRD-K55186349	BAG3	-4.9525156280000004	7.33e-07
RS-79948	EGF	-4.234424246000001	2.2899999999999998e-05
RS-79948	CSNK1E	-4.149962853	3.3299999999999996e-05
RS-79948	FAH	-4.2730231860000005	1.93e-05
RS-79948	RRAGA	-4.286455852	1.82e-05
RS-79948	HSD17B10	-5.343322498	9.13e-08
RS-79948	MRPL12	-6.292256605	3.13e-10
RS-79948	MAPK9	-4.204974206	2.61e-05
RS-79948	BNIP3	-4.422023314	9.78e-06
RS-79948	STX4	-4.356717298	1.32e-05
RS-79948	TEX10	-5.756370862000001	8.590000000000001e-09
RS-79948	SUPV3L1	-4.089236908999999	4.33e-05
RS-79948	CD81	-5.108915111	3.24e-07
RS-79948	CCT7	-4.801544539	1.57e-06
RS-79948	AHCYL1	-4.656685647	3.21e-06
RS-79948	SNX17	-4.683365668	2.82e-06
RS-79948	DAP	-4.607302995	4.08e-06
RS-79948	CSTB	-4.605844338	4.11e-06
RS-79948	DAB2	-4.699352033	2.61e-06
RS-79948	COPB1	-5.120501275	3.05e-07
RS-79948	UCHL1	-6.773388300000001	1.26e-11
RS-79948	PSMB3	-4.951942117	7.35e-07
RS-79948	AHSA1	-5.088891946	3.6e-07
RS-79948	AAMP	-5.311794325	1.0900000000000001e-07
RS-79948	ARF5	-4.823719383999999	1.41e-06
RS-79948	ATP6V1F	-4.722307286	2.33e-06
RS-79948	SND1	-5.113476213999999	3.16e-07
RS-79948	JAK1	-4.787139378	1.69e-06
RS-79948	API5	-4.641985061000001	3.45e-06
RS-79948	TSG101	-5.63837017	1.72e-08
RS-79948	TMEM106C	-5.517608202999999	3.44e-08
RS-79948	CAPZB	-4.602014706	4.18e-06
RS-79948	SPTLC1	-4.717350511999999	2.39e-06
RS-79948	PSMD12	-4.849712278999999	1.24e-06
RS-79948	FAM8A1	-5.014219716	5.32e-07
RS-79948	COG5	-4.6095753969999995	4.03e-06
RS-79948	DCTN3	-4.819158949	1.44e-06
RS-79948	TYK2	-5.268727618	1.37e-07
RS-79948	SMURF2	-4.613904699	3.95e-06
RS-79948	EHD1	-4.577498306	4.71e-06
RS-79948	DDB1	-4.993863365	5.92e-07
RS-79948	VCP	-5.432044637000001	5.57e-08
RS-79948	MAGED2	-5.072860036	3.92e-07
RS-79948	ATP6V1G1	-4.882187462	1.05e-06
RS-79948	RAB8A	-4.681553162	2.85e-06
RS-79948	ERP44	-4.808885001	1.52e-06
RS-79948	NHP2	-4.856179428	1.2e-06
RS-79948	POLR2H	-5.4288331670000005	5.67e-08
RS-79948	CDC16	-4.759397431	1.94e-06
RS-79948	CDC37	-4.987294003	6.12e-07
RS-79948	IDH3B	-5.441362503	5.29e-08
RS-79948	PFKM	-4.718944671	2.37e-06
RS-79948	LRPPRC	-4.861773434	1.16e-06
RS-79948	ARFGAP2	-5.14633532	2.66e-07
RS-79948	TEX261	-4.957621016	7.140000000000001e-07
RS-79948	KDM1A	-4.962455822	6.96e-07
RS-79948	STX7	-5.192897414	2.07e-07
RS-79948	POLR2J	-5.40086997	6.63e-08
RS-79948	MED24	-5.50925191	3.6e-08
RS-79948	DPY19L4	-4.82814368	1.38e-06
RS-79948	PCGF2	-4.7667640030000005	1.87e-06
RS-79948	MOB1A	-4.971541956	6.64e-07
RS-79948	STOML2	-5.32938018	9.85e-08
RS-79948	CLTA	-5.9949264939999996	2.04e-09
RS-79948	RTFDC1	-4.95185227	7.35e-07
RS-79948	COPG1	-4.753453143	2e-06
RS-79948	TRIM44	-5.138252122	2.77e-07
RS-79948	NPLOC4	-5.09151327	3.55e-07
RS-79948	ILF3	-4.619739494	3.84e-06
RS-79948	DDX41	-5.143767122	2.69e-07
RS-79948	NAT10	-4.806866912	1.53e-06
RS-79948	DYNLRB1	-4.673014848999999	2.97e-06
RS-79948	EFHD2	-4.5748437719999995	4.77e-06
RS-79948	PTGES2	-5.116940082	3.11e-07
RS-79948	MRPL4	-4.89089003	1e-06
RS-79948	NANS	-4.6467678	3.37e-06
RS-79948	IER5	-4.613080321	3.97e-06
RS-79948	S100A14	-4.5976834019999995	4.27e-06
RS-79948	RRP1	-5.757622784	8.53e-09
RS-79948	TMEM51	-4.684713486000001	2.8e-06
RS-79948	LSM8	-4.6120298989999995	3.99e-06
RS-79948	RHBDF2	-4.668812559	3.03e-06
RS-79948	TACO1	-5.230355899	1.69e-07
RS-79948	DNPEP	-5.036941304	4.7299999999999996e-07
RS-79948	SLC38A7	-4.734616712	2.19e-06
RS-79948	RGP1	-5.026688321	4.99e-07
RS-79948	PLCG2	-4.647382874	3.36e-06
RS-79948	F10	-4.930091645	8.22e-07
RS-79948	HOXB3	-4.996368398	5.839999999999999e-07
RS-79948	ASB1	-4.969611132	6.709999999999999e-07
RS-79948	UBE2W	-4.720500428999999	2.35e-06
RS-79948	JMJD4	-4.646467292	3.38e-06
RS-79948	ZDHHC13	-4.680396429	2.86e-06
RS-79948	APBB1IP	-4.706774125	2.52e-06
RS-79948	RNF19A	-5.926972208	3.09e-09
BRD-K27005217	HSPA4	-4.31142727	1.62e-05
BRD-K27005217	TCEA2	-4.947907439	7.5e-07
BRD-K27005217	SMC3	-4.143190667	3.43e-05
BRD-K27005217	LGALS8	-4.371396282	1.23e-05
BRD-K27005217	MEIS2	-5.805145123	6.43e-09
BRD-K99438709	TIMM9	-7.3990033429999995	1.3699999999999997e-13
BRD-K91338578	PIK3CA	-4.134355493999999	3.5600000000000005e-05
BRD-K91338578	PPARD	-4.436493242	9.14e-06
BRD-K91338578	DNMT3A	-4.563600459	5.03e-06
BRD-K91338578	MKNK1	-4.178963976	2.9299999999999997e-05
BRD-K91338578	SLC2A6	-4.111471314	3.929999999999999e-05
BRD-K91338578	PHKG2	-4.994660108	5.89e-07
BRD-K91338578	FOXO4	-4.892806084	9.940000000000001e-07
BRD-K91338578	TIMP2	-5.086284643	3.65e-07
BRD-K91338578	ALAS1	-4.323664431	1.53e-05
BRD-K91338578	PLA2G15	-4.535969667	5.73e-06
BRD-K91338578	PTPN1	-4.146458797	3.3799999999999995e-05
BRD-K91338578	IGF2R	-4.137067233	3.52e-05
BRD-K91338578	ALDOC	-5.2077347739999995	1.91e-07
BRD-K91338578	LIPA	-4.115590758	3.86e-05
BRD-K91338578	NPC1	-4.414206879	1.01e-05
BRD-K91338578	MCOLN1	-4.186252669	2.84e-05
BRD-K91338578	HTRA1	-4.069929775	4.7e-05
BRD-K91338578	ADARB1	-4.809428323000001	1.51e-06
BRD-K91338578	OSBPL2	-4.802764475	1.56e-06
BRD-K91338578	Mar-02	-4.752246165	2.01e-06
BRD-K91338578	ANKRD12	-4.882208052	1.05e-06
BRD-K91338578	SLC46A3	-4.920614757	8.629999999999999e-07
BRD-K91338578	GRAMD3	-5.127896021000001	2.93e-07
BRD-K91338578	HSD17B14	-4.725619473	2.29e-06
BRD-K91338578	GAS6	-4.572169601000001	4.83e-06
BRD-K91338578	MAP3K3	-4.680930002	2.86e-06
BRD-K91338578	VWA5A	-4.654929421	3.24e-06
BRD-K91338578	CORO2A	-4.571257335	4.85e-06
BRD-K91338578	COLQ	-4.737643349	2.16e-06
BRD-K91338578	RENBP	-4.838120671	1.31e-06
BRD-K91338578	SCGB1D2	-4.643444151000001	3.43e-06
BRD-K91338578	PPARA	-4.64268539	3.44e-06
BRD-K91338578	ICAM5	-4.940176736000001	7.809999999999999e-07
BRD-K91338578	CCRL2	-5.104142700000001	3.32e-07
BRD-K91338578	C2CD3	-4.657527237	3.2e-06
BRD-K91338578	RND2	-5.04952832	4.43e-07
BRD-K91338578	RHCE	-5.272771362	1.34e-07
BRD-K91338578	TRNAU1AP	-4.674014538	2.95e-06
BRD-K91338578	TREM2	-4.5795453539999995	4.66e-06
BRD-K91338578	FAM117A	-4.780624967	1.75e-06
BRD-K91338578	WNT6	-4.884314045	1.04e-06
BRD-K91338578	NXPH4	-4.6665038039999995	3.06e-06
BRD-K91338578	COL8A2	-4.581399781	4.62e-06
BRD-K70797508	ETFB	-6.5621844639999996	5.3e-11
BRD-K29746329	NUP88	-4.690016078999999	2.73e-06
SA-1922932	CDC20	-7.073877475	1.51e-12
SA-1922932	IARS2	-5.269248956	1.37e-07
SA-1922932	TYMS	-5.509307709	3.6e-08
BRD-K96900359	POLR2I	-4.359605246	1.3000000000000001e-05
BRD-K76784707	S100A13	-4.124301228999999	3.72e-05
BRD-A41630653	DNM1L	-4.585060919	4.54e-06
BRD-K01573538	TSPAN4	-4.9097368569999995	9.12e-07
RDR-01440SC	VPS28	-4.35218752	1.3500000000000001e-05
RDR-01440SC	VIM	-6.835743159	8.159999999999999e-12
BRD-K36627189	GTF2E2	-4.188822441	2.8000000000000003e-05
BRD-K53867540	SOX2	-5.079553537	3.7799999999999997e-07
BRD-K53867540	CALM3	-4.338764702	1.4300000000000002e-05
BRD-K53867540	FRS2	-5.363754407	8.150000000000001e-08
BRD-K53867540	IFNAR1	-5.987632629	2.13e-09
BRD-K53867540	BUB1B	-4.924592421	8.45e-07
BRD-K53867540	PAFAH1B1	-4.869259569	1.12e-06
BRD-K53867540	PSRC1	-4.63530393	3.56e-06
BRD-K53867540	ZNF395	-5.779911167000001	7.47e-09
BRD-K53867540	IL4R	-4.211913624	2.5300000000000002e-05
BRD-K53867540	TCEA2	-5.894461903	3.76e-09
BRD-K53867540	TRIB1	-4.45393025	8.43e-06
BRD-K53867540	RSU1	-4.7580869880000005	1.95e-06
BRD-K53867540	PTPRF	-4.92618491	8.39e-07
BRD-K53867540	LGALS8	-5.543427201	2.97e-08
BRD-K53867540	TCF21	-5.047165712	4.48e-07
BRD-K53867540	MEIS2	-5.944017463	2.7800000000000003e-09
BRD-K53867540	RGCC	-5.407309552	6.4e-08
BRD-K53867540	C11orf63	-4.660981979	3.15e-06
BRD-K45231555	MSH6	-4.260343881	2.0399999999999998e-05
BRD-K45231555	NUP133	-4.128601525	3.65e-05
BRD-K45231555	MFSD10	-4.238062359	2.25e-05
BRD-K45231555	EIF5	-4.418473101	9.94e-06
MW-STK33-3A	PIK3C2B	-5.256749772	1.47e-07
BRD-K40329609	PRKAG2	-4.415005745	1.01e-05
BRD-K40329609	NCK1	-4.100821836000001	4.1200000000000005e-05
BRD-K40329609	CDC25B	-5.011664055	5.4e-07
BRD-K40329609	EPHB2	-4.29290388	1.76e-05
BRD-K40329609	SPTLC2	-4.284315413	1.83e-05
BRD-K40329609	WIPF2	-4.372403275	1.23e-05
BRD-K40329609	ARFIP2	-4.881100331	1.05e-06
BRD-K40329609	HN1L	-4.858285169	1.18e-06
BRD-K40329609	PRUNE	-4.108611258	3.98e-05
BRD-K40329609	MALT1	-4.09850322	4.16e-05
BRD-K40329609	SMC4	-5.191679908	2.08e-07
BRD-K40329609	MTHFD2	-4.425772868	9.61e-06
BRD-K40329609	AARS	-4.155929259	3.24e-05
BRD-K40329609	RRP1B	-5.015593522	5.29e-07
BRD-K40329609	NET1	-4.083070563	4.44e-05
BRD-K40329609	NCOA3	-4.224061458	2.4e-05
BRD-K40329609	CDCA4	-4.777205671	1.78e-06
BRD-K40329609	METRN	-4.492218983	7.05e-06
BRD-K40329609	CANT1	-4.05934717	4.92e-05
BRD-K40329609	UBE3C	-4.583189619	4.58e-06
BRD-K40329609	SNX11	-4.720582323	2.35e-06
BRD-K40329609	C14orf79	-4.752074551000001	2.01e-06
BRD-K40329609	BRF1	-4.842968839	1.28e-06
BRD-K00348196	SLC2A6	-4.098313103	4.16e-05
phenacetin	MRPS16	-5.653739967999999	1.57e-08
BRD-K91449330	NUP85	-4.643158412	3.43e-06
AT-CSC-07	HSD17B11	-4.659990846	3.16e-06
BRD-K51410836	CDKN1A	-4.295731049	1.74e-05
BRD-K51410836	TXNRD1	-4.200201508	2.6700000000000002e-05
BRD-K51410836	DDX42	-4.196987052	2.7000000000000002e-05
BRD-K51410836	FAS	-4.343720125	1.4000000000000001e-05
BRD-K51410836	FBXO21	-4.14908246	3.34e-05
BRD-K51410836	CTGF	-5.041910993	4.61e-07
itraconazole	PSME2	-4.282558662	1.85e-05
itraconazole	CDC20	-4.487638712	7.2e-06
itraconazole	CDC25B	-5.401128305	6.62e-08
itraconazole	WIPF2	-4.65578218	3.23e-06
itraconazole	NENF	-4.394280999999999	1.11e-05
itraconazole	RPN1	-4.3689333669999995	1.25e-05
itraconazole	POLR2K	-4.2971781689999995	1.73e-05
itraconazole	FAH	-4.054858325	5.02e-05
itraconazole	ARNT2	-4.243772981	2.2e-05
itraconazole	SDHB	-4.081006584	4.48e-05
itraconazole	PLOD3	-4.14539392	3.39e-05
itraconazole	TRAP1	-4.722737148	2.33e-06
itraconazole	RAE1	-4.6428712160000005	3.44e-06
itraconazole	DNTTIP2	-4.19103294	2.78e-05
itraconazole	PGRMC1	-4.118982466	3.81e-05
itraconazole	CPNE3	-6.618033087000001	3.64e-11
itraconazole	MPC2	-6.313105287999999	2.73e-10
itraconazole	TMCO1	-4.540360663	5.62e-06
itraconazole	JMJD6	-5.913615928	3.3500000000000002e-09
itraconazole	STUB1	-4.672997068	2.97e-06
itraconazole	TIMM17B	-4.136677316	3.52e-05
itraconazole	LSM5	-4.081012459	4.48e-05
itraconazole	GOLT1B	-4.232731126	2.3100000000000002e-05
itraconazole	ITGAE	-5.020218143	5.16e-07
itraconazole	GTPBP8	-4.98631458	6.15e-07
itraconazole	VPS28	-4.092455698	4.270000000000001e-05
itraconazole	CCNB2	-4.076308186	4.5799999999999995e-05
itraconazole	TSPAN4	-4.181321172	2.8999999999999997e-05
itraconazole	GABPB1	-4.818862379	1.44e-06
itraconazole	PNP	-5.060849407	4.1700000000000004e-07
itraconazole	DECR1	-4.744631643	2.09e-06
itraconazole	NUP85	-5.72943395	1.01e-08
itraconazole	TBCB	-4.59516346	4.32e-06
itraconazole	ETFA	-4.574408652	4.78e-06
itraconazole	SRP14	-4.831099163	1.36e-06
itraconazole	PSMB2	-4.736082815	2.18e-06
itraconazole	TCEB2	-4.959853459	7.05e-07
itraconazole	TMBIM6	-6.373853311	1.8399999999999998e-10
itraconazole	PSMD8	-5.509056864	3.61e-08
itraconazole	BCAP31	-5.405983815	6.45e-08
itraconazole	DNAJA1	-4.577816459	4.7e-06
itraconazole	PSMA7	-5.979747345	2.23e-09
itraconazole	SSB	-4.611572579	4e-06
itraconazole	IDH1	-5.061566495	4.16e-07
itraconazole	SEPW1	-4.76539507	1.88e-06
itraconazole	CAPZA2	-4.59382851	4.35e-06
itraconazole	SEC11A	-5.729547087	1.01e-08
itraconazole	ANXA4	-4.6882046619999995	2.76e-06
itraconazole	COX6B1	-6.103194533	1.0400000000000001e-09
itraconazole	TALDO1	-4.780376062	1.75e-06
itraconazole	SUPT4H1	-4.753527376	2e-06
itraconazole	UQCRQ	-5.596319687	2.19e-08
itraconazole	DDX39A	-5.2965031410000005	1.1800000000000001e-07
itraconazole	NDUFS3	-4.754353251	1.99e-06
itraconazole	COX6C	-5.722047863999999	1.05e-08
itraconazole	SCAMP3	-5.31219147	1.08e-07
itraconazole	PRDX4	-4.654907143	3.24e-06
itraconazole	ARPC1B	-4.598817336000001	4.25e-06
itraconazole	GNPAT	-4.74733896	2.06e-06
itraconazole	NDUFA6	-5.04062153	4.6399999999999997e-07
itraconazole	NDUFAB1	-5.207215703999999	1.92e-07
itraconazole	UQCR11	-4.832560399	1.35e-06
itraconazole	COX7B	-5.124691503	2.98e-07
itraconazole	G6PD	-4.75048005	2.03e-06
itraconazole	SHFM1	-4.78816646	1.68e-06
